Story ID,Story,Prompt,Topic,Polarity,Subjectivity,Column1
American_55,"**Title: The Secret of Maplewood Forest**

In the small town of Willow Creek, curious eleven-year-old Mia discovers a hidden map in her grandmother's attic, pointing to a secret glade in Maplewood Forest. Along with her best friend Jake, she embarks on a thrilling adventure to uncover the legend of the Forest Guardian, a magical creature said to protect the woods. As they navigate tricky trails and solve riddles, they encounter talking animals and enchanted trees. However, they must also outsmart a greedy developer threatening to destroy the forest. Through bravery and friendship, Mia and Jake learn the importance of protecting nature and believing in magic.",Write a 100 word plot summary for a potential American children's novel.,American,0.07,0.64,
American_56,"In ""The Secret of Maplewood Woods,"" 10-year-old Ellie discovers a hidden entrance to a magical forest while exploring her grandmother’s backyard. Inside, she meets talking animals and discovers that the forest is under threat from a greedy developer. Teaming up with a wise old owl, a mischievous squirrel, and a brave rabbit, Ellie embarks on a thrilling adventure to save their home. Along the way, she learns about friendship, courage, and the importance of protecting nature. With her newfound friends, Ellie must outsmart the villain and find a way to preserve the magic of Maplewood Woods for generations to come.",Write a 100 word plot summary for a potential American children's novel.,American,0.29,0.77,
American_57,"Title: ""The Secret of Maplewood Grove""

In the small town of Maplewood, twelve-year-old Lucy discovers an ancient key hidden in her grandmother’s attic. Intrigued, she teams up with her best friends, Max and Emma, to unravel the mystery of Maplewood Grove—a magical forest rumored to hold enchanted treasures. As they embark on their quest, they encounter talking animals, mischievous fairies, and challenges that test their courage and friendship. Along the way, Lucy learns the importance of believing in herself and the magic of teamwork. With each clue they uncover, the friends realize that the greatest adventure lies in the journey itself.",Write a 100 word plot summary for a potential American children's novel.,American,0.27,0.72,
American_58,"Title: ""The Secret of Maplewood Tree""

In the quaint town of Maplewood, 10-year-old Emma discovers a hidden door within a massive oak tree while exploring with her best friend, Alex. The door leads to a magical world where animals talk and dreams come alive. As Emma and Alex embark on enchanting adventures, they learn that the balance of both worlds is in danger due to a forgotten legend. With the help of their new friends, including a wise old owl and a mischievous squirrel, they must solve riddles and confront their fears to restore harmony before the tree's magic fades forever. Adventure awaits!",Write a 100 word plot summary for a potential American children's novel.,American,0.22,0.61,
American_59,"**Title: The Secret of Maplewood Grove**

In the quaint town of Willow Creek, twelve-year-old Ella discovers an ancient map hidden in her grandmother's attic. It leads her to the mystical Maplewood Grove, rumored to be enchanted. Joined by her adventurous friend Max and their clever dog, Scout, they embark on a quest to uncover the grove's secrets. Along the way, they encounter talking animals, solve riddles, and face challenges that test their bravery and friendship. As they unveil the grove’s magic, Ella learns the importance of believing in herself and protecting the wonders of nature, forever changing her view of the world.",Write a 100 word plot summary for a potential American children's novel.,American,0.12,0.75,
American_60,"**Title: The Secret of Willow Creek**

In the small town of Willow Creek, ten-year-old Mia discovers an ancient, dusty map hidden in her attic. Intrigued, she enlists her adventurous best friend, Leo, to uncover the treasure it promises. As they follow the clues, they encounter quirky townsfolk, solve riddles, and navigate humorous mishaps. Along the way, they learn about the town’s history, the power of friendship, and the importance of believing in themselves. When they finally uncover the 'treasure,' they realize it’s something far more valuable than gold: a long-lost story that brings their community closer together. Adventure awaits at every turn!",Write a 100 word plot summary for a potential American children's novel.,American,0.14,0.7,
American_61,"In ""The Adventures of Cloudy the Brave,"" an imaginative young girl named Mia discovers a secret portal in her attic that leads to Cloudland, where fluffy clouds float like islands in the sky. There, she befriends Cloudy, a timid cloud who dreams of becoming a storm but fears losing his softness. Together, they embark on a quest to find the mythical Thunderstone, which grants clouds their powers. Along the way, they encounter whimsical creatures, face their fears, and learn the importance of embracing who they are. Ultimately, Mia helps Cloudy realize that bravery comes in many forms.",Write a 100 word plot summary for a potential American children's novel.,American,0.15,0.67,
American_62,"**Title: The Secret of the Starlit Grove**

In the small town of Willow Creek, twelve-year-old Mia discovers a hidden grove that comes alive under the light of the full moon. With her adventurous best friend, Leo, they uncover that the grove is home to magical creatures who protect the town's forgotten stories. When a sinister developer threatens to destroy the grove, Mia and Leo embark on a quest to unite the townspeople and save their enchanting sanctuary. Along the way, they learn the power of friendship, courage, and the importance of preserving the magic in their world—both real and imagined.",Write a 100 word plot summary for a potential American children's novel.,American,0.16,0.58,
American_63,"In ""The Secret Treehouse Society,"" a group of four adventurous friends, Mia, Leo, Sam, and Zoe, discover a hidden treehouse in their neighborhood, filled with magical books that transport them to different worlds. Each adventure teaches them valuable lessons about friendship, courage, and the importance of teamwork. When a mysterious villain threatens to close the treehouse forever, the friends must band together, using their unique skills and newfound knowledge to save their special hideout. Along the way, they learn that true magic lies not only in the stories they explore but also in the bonds they share. Adventure awaits!",Write a 100 word plot summary for a potential American children's novel.,American,0.2,0.8,
American_64,"In ""The Secret of Willow Creek,"" ten-year-old Lucy discovers an ancient map hidden in her grandmother's attic. With her loyal dog, Max, she embarks on a quest to find a legendary treasure believed to grant one wish. As they journey through enchanted forests and solve riddles left by mischievous fairies, Lucy learns the importance of friendship, bravery, and believing in herself. Along the way, they encounter quirky characters who offer guidance and challenges. When they finally uncover the treasure, Lucy realizes that the true magic lies not in the wish, but in the adventure and memories created along the way.",Write a 100 word plot summary for a potential American children's novel.,American,0.18,0.72,
American_65,"Title: ""The Secret Treehouse""

In the small town of Maplewood, siblings Mia and Jake stumble upon an abandoned treehouse hidden deep in the woods. When they discover that it harbors magical powers, they embark on thrilling adventures that transport them to fantastical worlds. Each visit reveals a new lesson about friendship, courage, and kindness. However, they soon learn that a greedy developer plans to destroy the treehouse to build a shopping center. With the help of their friends and the treehouse’s magic, Mia and Jake must rally the community to save it, proving that even the smallest voices can create big changes.",Write a 100 word plot summary for a potential American children's novel.,American,0.02,0.47,
American_66,"In ""The Magic Paintbrush Adventure,"" twelve-year-old Mia discovers an ancient paintbrush in her grandmother's attic that brings her artwork to life. Excited to explore this new power, she paints vibrant creatures and whimsical worlds, but soon realizes that her creations can also cause chaos. When a mischievous dragon escapes from her canvas and wreaks havoc in her small town, Mia must find a way to recapture it before it’s too late. Joined by her loyal friends and guided by her grandmother's wisdom, Mia learns the importance of responsibility and creativity, ultimately transforming her fears into a masterpiece of bravery.",Write a 100 word plot summary for a potential American children's novel.,American,0.05,0.65,
American_67,"In ""The Secret of Willow Creek,"" twelve-year-old Mia discovers a hidden map in her grandmother's attic, leading to a long-lost treasure in her small town. Along with her quirky best friend, Sam, they embark on an adventurous quest filled with riddles and clues that take them deep into the mystical Willow Woods. As they navigate their way through enchanted creatures and unexpected challenges, Mia learns about bravery, friendship, and the importance of believing in herself. But when a rival group tries to outsmart them, Mia and Sam must use their wits to uncover the treasure before it's too late.",Write a 100 word plot summary for a potential American children's novel.,American,0.07,0.63,
American_68,"**Title: The Secret of Willow Creek**

In the small town of Willow Creek, twelve-year-old Mia discovers a hidden map in her grandmother's attic. It leads to a long-lost treasure, rumored to grant one wish to its finder. Joined by her adventurous best friend, Leo, the duo embarks on a thrilling quest, deciphering clues and overcoming challenges. Along the way, they encounter quirky townsfolk and magical creatures, learning valuable lessons about friendship, bravery, and the true meaning of treasure. As they unravel the mystery, Mia learns that sometimes the greatest wishes are not what you seek, but the memories you create along the journey.",Write a 100 word plot summary for a potential American children's novel.,American,0.28,0.73,
American_69,"Title: ""The Whimsical Adventures of Tilly and the Star Map""

In a small town, Tilly discovers a magical star map hidden in her grandmother's attic, leading her on an extraordinary journey through the night sky. Guided by a mischievous talking owl named Orion, Tilly must unlock the secrets of each constellation to save the stars from vanishing forever. Along the way, she meets quirky celestial creatures who teach her about bravery, friendship, and the wonders of the universe. As Tilly navigates challenges and uncovers the mysteries of the stars, she learns that believing in herself is the key to creating her own destiny.",Write a 100 word plot summary for a potential American children's novel.,American,0.06,0.78,
American_70,"Title: ""The Secret of Willow Creek""

In the quaint town of Willow Creek, 10-year-old Mia discovers an ancient map hidden in her grandmother's attic. The map points to a long-lost treasure that promises to grant one wish to its finder. Along with her adventurous friends, Leo and Ava, Mia embarks on a thrilling quest filled with riddles, secret passages, and mythical creatures. As they navigate enchanted forests and face unexpected challenges, the trio learns about friendship, bravery, and the importance of believing in oneself. But will they uncover the treasure before time runs out, and what will they wish for? The adventure awaits!",Write a 100 word plot summary for a potential American children's novel.,American,0.04,0.79,
American_71,"Title: ""The Secret of Maplewood Grove""

In the quaint town of Maplewood, twelve-year-old Lily discovers an ancient map hidden in her grandmother's attic. The map leads to a magical grove where trees whisper secrets and animals speak. Along with her best friends, Max and Tilly, Lily embarks on a quest to uncover the grove's hidden treasures and restore balance to the enchanted forest, threatened by a greedy developer. As they solve riddles and face challenges, the trio learns the importance of friendship, courage, and protecting nature. Together, they must unlock the grove's secrets before it's too late, proving that adventure lies just beyond the ordinary.",Write a 100 word plot summary for a potential American children's novel.,American,0.03,0.54,
American_72,"**Title: The Secret of Maplewood Woods**

When spirited eleven-year-old Lila discovers a hidden door in the ancient Maplewood Woods, she unlocks a magical world filled with talking animals and enchanted trees. Joined by her skeptical best friend, Max, they embark on an adventure to save the woods from a greedy developer threatening to tear it down. With the help of a wise old owl and a mischievous squirrel, Lila learns the importance of friendship, courage, and protecting nature. As they race against time, the duo must solve riddles, face their fears, and rally the woodland creatures to preserve the magic of Maplewood Woods forever.",Write a 100 word plot summary for a potential American children's novel.,American,0.23,0.65,
American_73,"In ""The Magical Library Adventure,"" ten-year-old Mia discovers a hidden door in her school library that leads to a fantastical world filled with talking animals, enchanted books, and vibrant landscapes. Each book she opens transports her to a new adventure, but soon she realizes that the library is in danger from a shadowy figure intent on stealing its magic. With her new friends—a clever fox named Jasper and a wise owl named Luna—Mia must solve riddles, outsmart the villain, and restore balance to both the library and her own life. Friendship, courage, and imagination guide her journey.",Write a 100 word plot summary for a potential American children's novel.,American,0.31,0.72,
American_74,"Title: ""The Magic Paintbrush""

In the small town of Willow Creek, 10-year-old Mia discovers an ancient paintbrush hidden in her grandmother's attic. When she paints with it, her creations come to life! Excited, Mia paints a vibrant garden to cheer up her sad neighbor, Mr. Thompson, and a friendly dragon to help a lost kitten find its way home. But when a mischievous raccoon wreaks havoc by painting chaos, Mia must learn to control her magical gift. With the help of her friends, she embarks on a colorful adventure to restore harmony and learns the true power of creativity and friendship.",Write a 100 word plot summary for a potential American children's novel.,American,0.16,0.64,
American_75,"Title: ""The Secret of Pinecone Hollow""

In the quiet town of Pinecone Hollow, twelve-year-old Ellie discovers a hidden map while exploring her grandmother's attic. The map leads to an enchanted forest filled with talking animals, magical plants, and a long-lost treasure. Joined by her trusty friends, Max and Lily, Ellie embarks on a thrilling adventure, facing puzzles and challenges that test their courage and friendship. As they uncover the forest's secrets, they learn the importance of teamwork, kindness, and believing in themselves. But a greedy treasure hunter threatens their quest, and Ellie must find a way to protect both the treasure and her newfound friends.",Write a 100 word plot summary for a potential American children's novel.,American,0.05,0.55,
American_76,"Title: **The Secret of Maplewood Hollow**

In the quiet town of Maplewood Hollow, twelve-year-old Mia discovers a mysterious, ancient tree in her backyard that whispers secrets. With her adventurous friend Leo, she learns that the tree holds the key to unlocking hidden treasures and forgotten stories of the town's past. As they uncover clues, they stumble upon a long-lost legend about a magical creature who protects the forest. However, they must race against a greedy developer intent on destroying the tree. Together, Mia and Leo rally their friends to protect their beloved Hollow, proving that friendship, courage, and nature's magic can change the world.",Write a 100 word plot summary for a potential American children's novel.,American,0.06,0.52,
American_77,"**Title: The Secret of Willow Creek**

In the small town of Willow Creek, twelve-year-old Mia discovers an ancient map hidden in her grandmother's attic. The map hints at a long-lost treasure buried deep in the enchanted forest nearby. With her loyal friends, Jake and Lily, Mia embarks on an adventure filled with cryptic clues, talking animals, and magical surprises. As they navigate their way through challenges, they learn the true meaning of friendship, bravery, and believing in themselves. Together, they must solve the mystery before a rival group of treasure hunters can steal their glory. Will Mia and her friends uncover the treasure's secret?",Write a 100 word plot summary for a potential American children's novel.,American,0.04,0.66,
American_78,"In ""The Secret of Willow Creek,"" ten-year-old Lucy discovers a hidden map in her grandmother's attic, leading to a forgotten treasure rumored to grant one special wish. Teaming up with her best friend, Sam, and her mischievous dog, Pip, they embark on a thrilling adventure through enchanted woods and ancient caves. Along the way, they encounter quirky forest creatures and face challenges that test their friendship and bravery. As they unravel the mystery of the treasure, Lucy learns that the true magic lies not in the wish itself, but in the journey and the bonds they strengthen together.",Write a 100 word plot summary for a potential American children's novel.,American,0.24,0.69,
American_79,"Title: ""The Secret of Willow Creek""

When eleven-year-old Mia discovers a hidden map in her grandmother's attic, she embarks on an adventure with her best friend, Leo. The map leads them to Willow Creek, a mysterious place rumored to be protected by friendly forest spirits. As they follow the clues, they encounter whimsical creatures, solve riddles, and learn about the importance of friendship and courage. However, a greedy treasure hunter threatens to take the spirits’ treasures. Mia and Leo must unite the townspeople and protect Willow Creek, discovering that the greatest treasure lies in preserving the magic of nature and the bonds of friendship.",Write a 100 word plot summary for a potential American children's novel.,American,0.23,0.67,
American_80,"In ""The Secret Garden of Whimsy,"" 10-year-old Mia discovers a hidden garden in her new backyard, filled with enchanted plants and quirky creatures. Each flower holds a unique power, allowing her to unleash her imagination. However, the garden is threatened by a mysterious shadow that seeks to steal its magic. Teaming up with her new friends—a talking squirrel named Nutty and a shy fairy named Lila—Mia embarks on an adventure to protect the garden. Along the way, she learns about friendship, bravery, and the importance of believing in oneself. Will they save the garden before it's too late?",Write a 100 word plot summary for a potential American children's novel.,American,0.02,0.72,
American_81,"In ""The Secret of Maplewood Woods,"" ten-year-old Lucy discovers a hidden door in her grandmother's attic that leads to a magical forest filled with talking animals and whimsical creatures. When the mischievous Shadow Sprite threatens to steal the forest's colors, Lucy teams up with her new friends—a brave squirrel named Nutty and a wise old owl named Oliver. Together, they embark on a thrilling quest to retrieve the stolen colors, learning the importance of friendship, courage, and believing in themselves. As they navigate challenges and uncover secrets, Lucy discovers that the true magic lies within her heart.",Write a 100 word plot summary for a potential American children's novel.,American,0.22,0.72,
American_82,"Title: ""The Great Sock Adventure""

Young Lucy discovers a mysterious portal in her closet that leads to Socktopia, a whimsical land where lost socks come to life. With her trusty sidekick, a lively striped sock named Stripes, Lucy embarks on a quest to save Socktopia from the evil Sock Gobbler, who hoards socks and causes chaos. Along the way, they meet quirky characters, solve puzzles, and learn the importance of friendship and teamwork. As Lucy navigates this colorful world, she discovers her own courage and creativity. Will she outsmart the Sock Gobbler and restore harmony to Socktopia before returning home?",Write a 100 word plot summary for a potential American children's novel.,American,0.05,0.73,
American_83,"In a small town where imagination sparks adventure, ten-year-old Mia discovers a dusty, old book in her attic that transports her to the whimsical land of Bookoria. Here, characters from her favorite stories come to life and need her help to save their world from the Shadow of Doubt, which threatens to erase their tales forever. With her newfound friends—a brave knight, a clever fox, and a wise old wizard—Mia embarks on a quest filled with riddles, challenges, and self-discovery. Along the way, she learns the power of belief, friendship, and that every story deserves to be told.",Write a 100 word plot summary for a potential American children's novel.,American,0.16,0.65,
American_84,"In the enchanting town of Willow Creek, eleven-year-old Mia discovers a hidden door in her grandmother's attic that leads to a magical world called Eldoria. This vibrant realm is home to whimsical creatures and an ancient tree that grants wishes, but it is threatened by a shadowy figure seeking to steal its magic. With the help of her new friends—a brave squirrel named Nibbles and a wise old owl named Professor Hoot—Mia embarks on a quest to save Eldoria. Along the way, she learns about bravery, friendship, and the true power of believing in oneself. Can Mia restore the light before it fades?",Write a 100 word plot summary for a potential American children's novel.,American,0.27,0.64,
American_85,"**Title: The Secret Garden Club**

In the small town of Willow Creek, a group of four friends discovers a hidden, overgrown garden behind an abandoned house. Intrigued, they form the Secret Garden Club, determined to restore the garden to its former glory. As they dig, plant, and learn about nature, they uncover long-lost secrets of the town and its former inhabitants. Along the way, they face challenges—both in gardening and friendships—but ultimately grow closer together. With the garden blooming, the kids learn valuable lessons about teamwork, perseverance, and the magic of nature, transforming their summer into an adventure they will never forget.",Write a 100 word plot summary for a potential American children's novel.,American,-0.12,0.54,
American_86,"**Title: The Secret of Willow Creek**

When twelve-year-old Sophie discovers a hidden map in her grandmother's attic, she embarks on an adventure that will change her summer forever. The map leads to Willow Creek, a mysterious forest rumored to be enchanted. Joined by her skeptical best friend Jake and imaginative cousin Mia, they face magical creatures, solve riddles, and uncover the truth about an ancient legend. As they navigate through challenges, the trio learns about teamwork, bravery, and the importance of believing in themselves. Will they uncover the secret of Willow Creek before summer ends, or will the magic remain hidden forever?",Write a 100 word plot summary for a potential American children's novel.,American,0.1,0.66,
American_87,"In ""The Secret of Willow Creek,"" eleven-year-old Lila discovers a hidden map in her grandmother's attic that leads to a forgotten treasure buried deep in the enchanted Willow Forest. Teaming up with her best friend Max and their mischievous dog, Scout, Lila embarks on an adventure filled with riddles, magical creatures, and unexpected challenges. As they navigate through the forest, they learn about friendship, bravery, and the importance of protecting their environment. Along the way, they uncover the treasure's true meaning: a message about preserving nature’s wonders for future generations. Will Lila and her friends succeed in their quest?",Write a 100 word plot summary for a potential American children's novel.,American,0.2,0.6,
American_88,"**Title: ""The Secret of Willow Creek""**

When ten-year-old Emily discovers a hidden map in her grandmother’s attic, she embarks on an adventure to uncover the secrets of Willow Creek. Joined by her skeptical best friend, Max, they follow the clues that lead them to an enchanted forest, where they meet quirky animal guardians and face whimsical challenges. As they encounter magical creatures and solve riddles, the duo learns about friendship, courage, and the importance of believing in oneself. Together, they must protect the forest from a mysterious shadow that threatens to destroy its magic. Will they unlock the secret of Willow Creek in time?",Write a 100 word plot summary for a potential American children's novel.,American,-0.02,0.64,
American_89,"In ""The Amazing Adventures of Finn and the Lost Treasure,"" young Finn discovers an ancient map hidden in his attic, leading him on a thrilling quest to find a legendary treasure said to grant wishes. Joined by his adventurous best friend, Mia, and a quirky talking parrot named Captain Squawk, they embark on a journey through enchanted forests, mysterious caves, and across shimmering seas. Along the way, they encounter magical creatures, solve riddles, and learn valuable lessons about friendship and bravery. As they uncover the treasure’s true meaning, Finn realizes that the greatest riches are the memories made along the way.",Write a 100 word plot summary for a potential American children's novel.,American,0.43,0.79,
American_90,"Title: ""The Secret of Willow Woods""

In the small town of Maplewood, adventurous siblings Mia and Ben discover an ancient map hidden in their attic. The map leads them to the mysterious Willow Woods, rumored to be enchanted. Along the way, they encounter talking animals and mischievous fairies who need their help to reclaim a stolen magical artifact from the greedy Gloom Goblin. As they navigate challenges and solve riddles, Mia and Ben learn about teamwork, courage, and the importance of believing in magic. With the fate of Willow Woods hanging in the balance, will they unlock its secrets before it’s too late?",Write a 100 word plot summary for a potential American children's novel.,American,0.03,0.67,
American_91,"Title: ""The Secret of Maplewood Woods""

In the quiet town of Maplewood, siblings Ella and Max discover a hidden entrance to a magical forest filled with talking animals and enchanted trees. Each day after school, they embark on thrilling adventures, solving riddles and overcoming challenges to protect the woods from the greedy land developer Mr. Griggs, who wants to cut it down. As they make friends with the forest creatures, they learn about courage, teamwork, and the importance of nature. With time running out, Ella and Max must unite their newfound friends to save Maplewood Woods before it's too late!",Write a 100 word plot summary for a potential American children's novel.,American,0.03,0.58,
American_92,"Title: **The Secret of Willow Creek**

In the quaint town of Maplewood, twelve-year-old Lucy discovers an old map hidden in her grandmother's attic. The map leads to Willow Creek, a mysterious forest rumored to be home to magical creatures. With her adventurous friends, Max and Mia, Lucy embarks on a quest to uncover the creek’s secrets. Along the way, they face challenges, solve riddles, and learn about the importance of friendship and bravery. As they unveil the truth behind the enchanted forest, they realize that the real magic lies within themselves, and that every adventure is a journey of self-discovery.",Write a 100 word plot summary for a potential American children's novel.,American,0.11,0.73,
American_93,"**Title: The Secret of Willow Creek**

When ten-year-old Lily discovers a hidden map in her grandmother's attic, she embarks on an adventurous quest to find the legendary Willow Creek Treasure. With her quirky best friend Max and their mischievous dog, Scout, Lily unveils clues scattered throughout their small town. As they navigate enchanting forests and solve riddles, they encounter quirky characters and learn valuable lessons about friendship, courage, and believing in themselves. However, a rival treasure hunter threatens to sabotage their mission. Together, Lily and her friends must outsmart him and uncover the treasure's true secret—a legacy worth more than gold.",Write a 100 word plot summary for a potential American children's novel.,American,0.26,0.63,
American_94,"**Title: ""The Secret of Maplewood Hollow""**

In the enchanting town of Maplewood Hollow, twelve-year-old Mia discovers a hidden key in her grandmother’s attic, rumored to unlock the secrets of the ancient Whispering Oak Tree. Intrigued, Mia teams up with her best friend, Leo, and their mischievous neighbor, Emma. Together, they embark on a magical adventure, unraveling mysteries woven into the town's history. As they face playful spirits and solve riddles, the trio learns about friendship, courage, and the importance of believing in magic. Will they unlock the tree’s secrets before the first snow? The fate of Maplewood Hollow rests in their hands!",Write a 100 word plot summary for a potential American children's novel.,American,0.14,0.48,
American_95,"Title: ""The Secret of Maplewood Forest""

In the quaint town of Maplewood, eleven-year-old Lucy discovers an ancient map hidden in her grandmother's attic. The map promises to lead her to the legendary Wish Tree, said to grant a single wish to anyone brave enough to find it. With her loyal friends, Max and Tilly, Lucy embarks on a thrilling adventure through the mysterious Maplewood Forest, facing magical creatures, clever riddles, and her own fears. Along the way, they learn the true power of friendship and the importance of believing in themselves. Will Lucy’s wish change everything, or is the journey the real treasure?",Write a 100 word plot summary for a potential American children's novel.,American,0.25,0.74,
American_96,"**Title: ""The Secret of Treetop Academy""**

When 11-year-old Mia discovers a hidden map in her grandmother's attic, she unravels the mystery of Treetop Academy, an enchanted school for children with extraordinary abilities. Alongside her quirky new friends—an aspiring magician and a tech-savvy inventor—Mia embarks on a thrilling quest to find the academy before it disappears forever. As they navigate magical creatures, tricky puzzles, and their own insecurities, they learn the importance of friendship, courage, and believing in themselves. Together, they must confront a shadowy figure determined to keep Treetop Academy's secrets hidden, proving that true magic lies within.",Write a 100 word plot summary for a potential American children's novel.,American,0.18,0.77,
American_97,"In “The Secret of Maplewood Grove,” twelve-year-old Ellie discovers an ancient map hidden in her grandmother's attic. The map leads her and her adventurous friends, Sam and Mia, to a mysterious grove rumored to hold a magical treasure. As they embark on their quest, they encounter quirky forest creatures, solve riddles, and face challenges that test their friendship and bravery. However, a greedy rival group seeks the treasure for themselves, forcing Ellie and her friends to outsmart them. Through teamwork and courage, the trio learns that true treasure lies in friendship and the memories they create along the way.",Write a 100 word plot summary for a potential American children's novel.,American,0.11,0.8,
American_98,"**Title: The Secret of Willow Creek**

In the quaint town of Willow Creek, 10-year-old Lucy discovers a hidden map in her grandmother's attic, leading to a long-lost treasure rumored to grant wishes. With her adventurous best friend, Sam, she embarks on a quest through enchanted woods, solving riddles and facing quirky obstacles. Along the way, they uncover the town's forgotten history and learn the importance of friendship, courage, and believing in themselves. As they draw closer to the treasure, Lucy realizes that the real magic lies not in the treasure itself, but in the bonds they forge and the memories they create together.",Write a 100 word plot summary for a potential American children's novel.,American,0.23,0.6,
American_99,"Title: ""The Secret of Willow Creek""

In the quaint town of Willow Creek, twelve-year-old Ella discovers a hidden map in her late grandmother's attic, leading to a legendary treasure said to grant one wish. Joined by her adventurous best friend Max and their clever neighbor, Lucy, the trio embarks on a thrilling quest filled with riddles, enchanted forests, and quirky townsfolk. As they navigate challenges, they learn the value of friendship, bravery, and selflessness. But when they uncover that the treasure isn't what it seems, Ella must decide what truly matters most—her wish or the bonds they've formed along the way.",Write a 100 word plot summary for a potential American children's novel.,American,0.24,0.76,
American_100,"**Title: ""The Secret of Willow Creek""**

When a curious 10-year-old girl named Mia moves to the sleepy town of Willow Creek, she discovers a hidden map in her attic that leads to a forgotten treehouse. Intrigued, Mia teams up with her new friends, Leo and Juniper, to uncover the secrets of the treehouse, said to be enchanted. As they venture into the woods, they face challenges and riddles that test their friendship and courage. Along the way, they learn about the town's history and the magic of believing in oneself. Together, they unlock the treehouse's mysteries and create their own adventure.",Write a 100 word plot summary for a potential American children's novel.,American,0.09,0.75,
,,,,0.15,0.68,Average
