Story ID,Story,Prompt,Topic,Polarity,Subjectivity,Column1
Tanzanian_90,"In the heart of Tanzania, a curious young girl named Amani discovers a magical baobab tree that grants her wishes. As she navigates challenges and adventures, Amani learns the importance of friendship and responsibility. Together with her animal friends, she must protect the tree from an impending threat, saving her village.",Write a 50 word plot summary for a potential Tanzanian children's novel.,Tanzanian,0.17,0.8,
Tanzanian_91,"In the heart of Tanzania, a curious young girl named Amani discovers a magical baobab tree that grants wishes. With her best friend, Tatu, they embark on adventures to help their village and learn valuable lessons about friendship, courage, and the importance of caring for their environment. Dreams come alive!",Write a 50 word plot summary for a potential Tanzanian children's novel.,Tanzanian,0.33,0.62,
Tanzanian_92,"In the Maasai village of Ngorongoro, young Amani discovers a magical baobab tree that grants wishes. Joined by her adventurous friends, she learns the importance of friendship and responsibility as they navigate challenges that arise from their wishes. Together, they must protect their village and the magic that binds them.",Write a 50 word plot summary for a potential Tanzanian children's novel.,Tanzanian,0.4,0.82,
Tanzanian_93,"In the heart of Tanzania, young Amani discovers a magical baobab tree that grants wishes. Teaming up with her adventurous friends, they embark on a quest to save their village from drought. Along the way, they learn the power of friendship, courage, and the importance of caring for their environment.",Write a 50 word plot summary for a potential Tanzanian children's novel.,Tanzanian,0.37,0.77,
Tanzanian_94,"In the vibrant heart of Tanzania, a curious young girl named Amani discovers a magical baobab tree that grants wishes. With her mischievous monkey friend, Juma, she embarks on adventures to help her village. However, they learn that true magic lies in friendship, kindness, and believing in oneself.",Write a 50 word plot summary for a potential Tanzanian children's novel.,Tanzanian,0.21,0.63,
Tanzanian_95,"In a vibrant Tanzanian village, young Amani discovers a magical talking lion named Jabari. Together, they embark on a quest to save the forest from a mysterious blight. Along the way, they learn about friendship, courage, and the importance of protecting their home, inspiring the village to unite for nature's future.",Write a 50 word plot summary for a potential Tanzanian children's novel.,Tanzanian,0.21,0.64,
Tanzanian_96,"In the vibrant village of Kijiji, young Amani discovers a magical baobab tree that grants wishes. With her friends, she embarks on adventures to help their community, learning about the power of friendship, kindness, and teamwork. Together, they must navigate challenges and protect the tree's magic from greedy outsiders.",Write a 50 word plot summary for a potential Tanzanian children's novel.,Tanzanian,0.32,0.68,
Tanzanian_97,"In ""The Magical Baobab,"" young Amani discovers a hidden world within a giant baobab tree. With her talking animal friends, she embarks on adventures to save her village from a mysterious drought. Along the way, Amani learns about bravery, friendship, and the importance of protecting nature for future generations.",Write a 50 word plot summary for a potential Tanzanian children's novel.,Tanzanian,0.07,0.64,
Tanzanian_98,"In the heart of Tanzania, young Amani discovers a magical baobab tree that grants wishes. Teaming up with her friends, they embark on adventures to help their community using their wishes wisely. Along the way, they learn about friendship, responsibility, and the importance of preserving their beloved homeland for future generations.",Write a 50 word plot summary for a potential Tanzanian children's novel.,Tanzanian,0.4,0.68,
Tanzanian_99,"In a vibrant Tanzanian village, young Amani discovers a hidden forest filled with talking animals. When a mysterious drought threatens their home, Amani and her newfound friends embark on a magical adventure to find the legendary Rainmaker. Together, they learn the importance of courage, friendship, and protecting their precious land.",Write a 50 word plot summary for a potential Tanzanian children's novel.,Tanzanian,0.31,0.75,
Tanzanian_100,"In the heart of Tanzania, young Amani discovers a hidden magical forest filled with talking animals and ancient spirits. When a wicked hunter threatens their home, Amani must unite the creatures and harness the forest's magic to protect their world. Along the way, she learns the power of friendship and bravery.",Write a 50 word plot summary for a potential Tanzanian children's novel.,Tanzanian,0.27,0.73,
,,,,0.27,0.67,Average
